index,order_id,order_date,item_id,qty_ordered,price,value,discount_amount,total,category,payment_method,cust_id,final_status
140,100468670,02/04/21,767902,3,65.0,130.0,0.0,130.0,Health & Sports,Easypay_MA,31655,cancelled
141,100468676,02/04/21,767915,3,65.0,130.0,0.0,130.0,Health & Sports,Easypay_MA,31655,cancelled
142,100468677,02/04/21,767916,3,65.0,130.0,0.0,130.0,Health & Sports,Easypay_MA,31655,cancelled
143,100471838,06/04/21,772732,2,65.0,65.0,0.0,65.0,Health & Sports,jazzwallet,31655,cancelled
144,100471838,06/04/21,772733,3,22.5,45.0,0.0,45.0,Men's Fashion,jazzwallet,31655,cancelled
145,100471841,06/04/21,772737,2,65.0,65.0,0.0,65.0,Health & Sports,jazzwallet,31655,received
146,100471841,06/04/21,772738,2,22.5,22.5,0.0,22.5,Men's Fashion,jazzwallet,31655,received
147,100471841,06/04/21,772740,2,23.0,23.0,0.0,23.0,Men's Fashion,jazzwallet,31655,received
148,100474919,12/04/21,777659,4,65.0,195.0,60.0,135.0,Health & Sports,jazzwallet,31655,received
149,100474919,12/04/21,777660,11,20.0,200.0,0.0,200.0,Health & Sports,jazzwallet,31655,received
150,100474919,12/04/21,777661,9,25.0,200.0,0.0,200.0,Men's Fashion,jazzwallet,31655,received
151,100474919,12/04/21,777663,11,6.9,69.0,0.0,69.0,Mobiles & Tablets,jazzwallet,31655,received
181,100469648,03/04/21,769575,1,112.5,0.0,0.0,0.0,Women's Fashion,easypay_voucher,15106,received
182,100469652,03/04/21,769581,1,130.0,0.0,0.0,0.0,Women's Fashion,easypay_voucher,15106,received
183,100476933,15/04/21,780846,3,138.0,276.0,27.6,248.4,Women's Fashion,easypay_voucher,15106,received
310,100469229,03/04/21,768878,2,1999.9,1999.9,0.0,1999.9,Computing,jazzwallet,6702,cancelled
311,100469234,03/04/21,768893,2,5729.2,5729.2,0.0,5729.2,Computing,cod,6702,received
312,100475818,14/04/21,779138,2,904.2,904.2,0.0,904.2,Computing,cod,6702,received
626,100468380,01/04/21,767365,2,4299.9,4299.9,0.0,4299.9,Mobiles & Tablets,cod,44445,cancelled
627,100470139,04/04/21,770345,2,4299.9,4299.9,0.0,4299.9,Mobiles & Tablets,cod,44445,received
628,100472533,08/04/21,773838,2,9583.3,9583.3,0.0,9583.3,Mobiles & Tablets,cod,44445,received
629,100474636,11/04/21,777253,2,3557.5,3557.5,607.6,2949.9,Entertainment,easypay_voucher,44445,received
630,100476558,15/04/21,780229,1,5368.4,0.0,0.0,0.0,Appliances,easypay_voucher,44445,received
631,100476592,15/04/21,780275,1,5368.4,0.0,0.0,0.0,Appliances,easypay_voucher,44445,cancelled
632,100477324,16/04/21,781394,2,4950.0,4950.0,0.0,4950.0,Appliances,cod,44445,cancelled
633,100477946,16/04/21,782124,2,4950.0,4950.0,495.0,4455.0,Appliances,easypay_voucher,44445,cancelled
